Player Deaths,Enemies Defeated,Total Combat Time,Potions Used,Waypoints Discovered,Zones Discovered,Quests Completed,NPC Interactions,Achievements Unlocked,Current Difficulty Multiplier,Current Dynamic Player Type
7,163,1321,48,17,9,7,32,1,10.0,Socializer
6,102,470,2,4,6,10,35,1,9.1,Socializer
0,65,1520,40,16,6,2,41,1,9.5,Socializer
2,127,4698,34,11,8,19,37,1,10.0,Socializer
3,56,1782,38,19,3,4,16,8,5.699999999999999,Socializer
1,127,4669,30,1,5,5,40,5,10.0,Socializer
6,156,277,40,13,2,17,8,3,10.0,Killer
7,182,1319,43,6,8,2,8,6,10.0,Killer
8,51,2054,25,9,8,5,28,4,1.0,Socializer
14,102,4291,8,3,9,15,47,4,1.0,Socializer
6,181,4130,27,6,7,0,44,1,10.0,Socializer
9,125,3975,21,16,5,18,19,8,7.45,Killer
12,31,299,17,2,8,13,45,1,1.0,Socializer
6,149,4120,15,3,5,19,10,8,10.0,Killer
10,8,2290,20,10,1,10,46,9,1.0,Socializer
14,133,4830,26,18,5,11,45,4,3.000000000000001,Socializer
13,88,3955,0,15,9,15,24,1,1.0,Socializer
8,122,2218,28,12,5,1,9,5,7.799999999999999,Killer
12,66,3072,33,11,2,15,34,4,1.0,Socializer
7,99,30,16,11,6,2,42,3,7.1000000000000005,Socializer
12,165,1321,13,4,5,9,18,4,8.85,Killer
13,20,2233,0,4,5,2,2,7,1.0,Killer
0,147,2982,35,17,8,8,1,9,10.0,Killer
13,192,4405,40,12,1,5,43,0,9.2,Socializer
3,45,2310,40,6,3,1,20,4,4.5,Socializer
5,116,3881,46,14,9,7,1,9,9.299999999999999,Killer
12,170,2259,46,6,9,13,4,9,7.699999999999999,Killer
8,150,3898,2,18,0,9,12,8,10.0,Killer
5,4,4372,44,3,9,7,27,2,1.0,Socializer
12,190,4598,41,10,5,10,6,6,9.95,Killer
7,178,1253,20,12,4,0,24,4,10.0,Killer
1,146,3640,17,9,8,9,29,6,10.0,Killer
3,164,25,38,8,9,14,47,0,10.0,Socializer
2,4,883,41,11,3,0,45,0,1.3499999999999996,Socializer
7,68,3603,49,19,9,19,7,5,2.3499999999999996,Killer
13,84,1047,20,10,9,19,38,1,1.0,Socializer
9,89,4424,42,11,6,0,33,8,2.8000000000000003,Socializer
9,193,2308,46,9,4,4,41,3,10.0,Socializer
3,67,4174,41,1,3,4,17,2,6.649999999999999,Killer
2,173,332,24,7,4,0,16,8,10.0,Killer
6,67,3134,4,13,8,12,29,9,5.5,Socializer
14,152,3926,13,13,7,14,2,7,5.549999999999999,Killer
12,120,4204,30,4,9,7,14,2,3.5,Killer
0,196,4714,29,1,0,10,5,3,10.0,Killer
1,53,2553,20,14,4,8,40,2,8.3,Socializer
3,198,452,38,2,9,18,46,2,10.0,Socializer
11,68,2877,18,13,5,4,17,0,1.0,Killer
3,28,3639,42,4,5,6,35,2,2.6999999999999997,Socializer
3,59,227,29,0,7,6,18,0,6.45,Socializer
3,140,516,37,5,6,13,42,3,10.0,Socializer
5,128,4027,42,12,7,1,39,2,10.0,Socializer
3,168,3329,45,4,6,1,3,9,10.0,Killer
9,99,610,14,6,4,1,47,9,5.2,Socializer
2,71,3324,44,0,1,2,29,6,7.8999999999999995,Socializer
3,185,473,0,19,8,15,10,1,10.0,Killer
8,93,4286,10,8,1,16,37,8,5.800000000000001,Socializer
9,129,2005,32,2,7,2,0,3,7.300000000000001,Killer
1,171,2380,12,12,6,2,37,0,10.0,Socializer
12,13,1597,35,11,4,2,36,4,1.0,Socializer
4,118,3083,24,11,2,19,48,6,10.0,Socializer
2,133,4070,25,1,2,5,26,5,10.0,Killer
3,45,1863,39,1,2,10,33,7,4.55,Socializer
0,82,4131,27,15,1,1,29,2,10.0,Socializer
9,81,3045,39,9,8,15,48,4,2.1499999999999995,Socializer
6,175,4639,45,8,9,3,22,4,10.0,Killer
4,24,1501,0,7,3,15,21,2,3.4,Socializer
5,63,1220,37,7,0,15,38,2,4.449999999999999,Socializer
9,7,3830,24,19,1,14,16,4,1.0,Socializer
9,141,2959,16,18,3,4,9,9,9.299999999999999,Killer
6,124,2376,25,11,8,18,2,5,10.0,Killer
14,127,3315,30,15,7,6,40,5,2.1999999999999993,Socializer
7,12,4623,11,11,5,9,0,8,1.0,Killer
10,75,2211,8,2,7,19,9,9,2.1,Achiever
3,63,1307,21,16,8,11,31,0,7.250000000000001,Socializer
10,187,2051,39,10,9,7,12,1,10.0,Killer
11,128,2805,18,13,2,7,16,5,5.9,Killer
3,184,2613,19,13,4,19,21,5,10.0,Killer
1,148,3606,8,4,9,7,42,0,10.0,Socializer
11,131,325,43,2,8,7,6,3,4.949999999999999,Killer
14,11,558,30,6,4,1,17,4,1.0,Socializer
12,117,2333,36,14,7,13,22,3,2.8999999999999995,Socializer
4,110,4608,19,16,2,15,23,0,10.0,Killer
6,51,4115,47,5,9,14,1,5,1.7499999999999996,Killer
1,5,1777,23,18,0,6,47,6,3.3499999999999996,Socializer
12,78,1578,38,19,8,9,36,1,1.0,Socializer
13,87,4005,18,9,9,15,13,8,1.0,Killer
3,122,794,5,7,9,2,20,2,10.0,Killer
3,61,1785,11,6,9,14,28,0,7.55,Socializer
4,10,4419,43,7,9,2,10,3,1.0,Killer
13,45,4518,42,15,1,3,32,6,1.0,Socializer
11,157,1004,13,16,7,11,24,6,9.049999999999999,Killer
7,29,2851,6,16,0,15,47,5,1.0,Socializer
14,26,4230,5,5,3,11,11,1,1.0,Killer
9,112,4522,11,18,8,12,29,2,6.6499999999999995,Socializer
10,150,2455,26,1,8,8,26,4,8.7,Killer
0,138,701,49,19,0,0,18,5,10.0,Killer
10,93,4377,37,11,1,5,3,4,2.4500000000000006,Killer
7,130,1412,46,19,8,16,21,6,8.7,Socializer
12,51,2461,25,14,8,6,18,7,1.0,Socializer
13,46,1180,35,19,5,3,19,2,1.0,Socializer
3,154,165,28,15,8,18,43,2,10.0,Socializer
11,70,4389,22,13,6,16,39,1,1.0,Socializer
4,58,3003,39,10,5,1,34,2,4.85,Socializer
13,157,673,39,0,2,5,35,4,5.749999999999999,Socializer
9,126,483,38,5,5,9,10,8,6.699999999999999,Killer
13,72,325,31,3,8,16,48,4,1.0,Socializer
9,78,3794,26,2,3,12,16,4,2.5,Killer
8,53,904,44,4,1,0,15,8,1.0,Socializer
12,119,2583,31,0,1,11,29,6,3.3500000000000005,Socializer
11,66,662,18,14,2,6,48,6,1.0,Socializer
7,173,1352,36,8,4,6,8,7,10.0,Killer
4,156,4754,5,15,4,14,44,5,10.0,Socializer
1,18,4669,1,3,9,9,1,3,5.75,Killer
11,123,1564,15,9,5,11,4,1,5.550000000000001,Killer
6,147,2696,32,15,0,14,6,3,10.0,Killer
3,19,878,46,5,3,13,0,7,1.5999999999999996,Achiever
0,81,1217,19,10,5,19,48,1,10.0,Socializer
13,66,2927,22,8,1,4,32,2,1.0,Socializer
12,74,4532,12,14,6,14,1,5,1.0,Killer
9,89,3682,0,0,9,19,10,8,4.9,Killer
9,45,4983,48,11,3,6,17,8,1.0,Killer
11,137,3600,35,7,1,7,38,6,5.949999999999999,Socializer
12,93,2084,49,8,9,9,30,4,1.0,Socializer
14,24,1360,23,7,6,1,38,0,1.0,Socializer
0,10,2705,13,19,9,2,15,1,5.35,Socializer
7,33,1284,44,9,1,17,34,0,1.0,Socializer
13,68,1774,13,8,8,12,21,9,1.0,Socializer
6,70,1154,11,7,8,1,15,6,5.45,Socializer
8,131,1277,39,7,7,13,47,1,8.149999999999999,Socializer
2,133,4001,20,12,1,2,14,8,10.0,Killer
3,72,2292,46,2,4,11,13,1,6.899999999999999,Killer
4,94,1481,14,10,8,0,48,7,9.700000000000001,Socializer
13,123,1216,9,4,3,9,44,8,3.8500000000000005,Socializer
10,13,1487,46,6,9,14,30,8,1.0,Socializer
9,156,605,3,14,9,7,25,1,10.0,Killer
6,48,3244,25,11,6,15,31,9,2.55,Socializer
14,177,2598,3,6,0,10,35,8,8.549999999999999,Socializer
3,132,4926,35,19,5,4,41,5,10.0,Socializer
8,16,2085,11,12,5,1,6,6,1.0,Killer
2,155,451,7,3,8,2,11,5,10.0,Killer
7,164,2942,16,19,0,13,30,5,10.0,Killer
9,30,4065,11,3,7,1,5,9,1.0,Killer
13,131,371,19,14,9,14,14,1,4.1499999999999995,Killer
13,175,3842,10,18,4,17,32,8,9.0,Killer
0,112,43,12,9,4,8,37,7,10.0,Socializer
13,127,1754,11,0,6,15,37,2,4.1499999999999995,Socializer
10,181,2143,1,1,5,5,4,9,10.0,Killer
9,150,2992,9,1,0,5,32,5,10.0,Socializer
2,163,2781,2,7,4,6,35,7,10.0,Socializer
13,99,812,37,4,5,13,4,7,1.0,Killer
12,114,454,19,10,5,6,47,1,3.45,Socializer
14,72,481,49,12,8,18,0,8,1.0,Achiever
0,9,4585,22,18,4,10,30,4,4.800000000000001,Socializer
7,29,4536,33,16,8,16,46,0,1.0,Socializer
5,181,2107,25,3,1,11,14,0,10.0,Killer
13,136,4091,20,16,7,5,14,4,4.6,Killer
4,184,852,5,11,8,16,31,8,10.0,Socializer
11,106,2709,48,9,6,15,43,9,2.1999999999999993,Socializer
7,101,707,17,5,2,9,37,9,7.25,Socializer
11,154,1482,38,17,6,4,24,9,7.5,Killer
9,22,1493,17,11,7,7,10,3,1.0,Socializer
5,148,3121,38,1,4,17,20,5,10.0,Killer
8,146,1407,42,8,1,1,32,7,9.5,Socializer
8,65,4607,21,16,8,11,26,4,2.45,Socializer
13,159,2179,44,12,2,11,10,0,5.7,Killer
13,120,781,46,10,2,7,14,5,1.6999999999999997,Killer
9,160,4970,38,17,6,19,15,1,10.0,Killer
13,134,1262,9,0,5,15,34,9,4.95,Socializer
14,34,1574,8,5,2,9,40,0,1.0,Socializer
0,116,1440,4,8,3,12,32,4,10.0,Socializer
5,10,333,42,16,4,19,31,2,1.0,Socializer
13,91,4047,43,12,7,15,23,6,1.0,Socializer
3,114,2020,7,8,6,2,11,0,10.0,Killer
3,142,1781,19,6,7,17,36,0,10.0,Socializer
11,176,2745,4,18,5,4,21,0,10.0,Killer
8,0,2363,37,12,4,7,16,9,1.0,Socializer
6,77,2401,26,8,2,0,34,0,5.4,Socializer
11,38,3203,7,0,4,2,36,7,1.0,Socializer
5,31,1374,16,8,6,11,24,0,2.3,Socializer
7,159,1562,10,6,4,2,5,4,10.0,Killer
4,39,3698,25,11,4,9,42,7,3.6500000000000004,Socializer
0,130,3310,14,11,1,13,9,6,10.0,Killer
11,53,3661,21,13,0,2,47,2,1.0,Socializer
12,152,3364,15,18,0,0,32,8,7.449999999999999,Killer
8,163,1574,3,7,0,14,35,0,10.0,Socializer
2,57,4276,9,10,2,0,38,2,8.25,Socializer
6,78,1264,28,9,0,9,20,4,5.3999999999999995,Socializer
2,62,3934,23,8,3,7,40,6,8.049999999999999,Socializer
13,35,3612,13,13,5,16,48,0,1.0,Socializer
8,12,134,37,1,0,18,12,9,1.0,Achiever
8,193,4820,45,17,0,10,25,2,10.0,Killer
2,42,3470,31,16,7,17,14,1,5.65,Socializer
12,136,4124,34,6,2,15,2,0,4.8999999999999995,Killer
3,42,3728,20,4,4,8,35,5,5.2,Socializer
1,73,424,38,6,5,0,16,2,9.4,Socializer
13,188,3091,30,3,5,2,8,8,9.3,Killer
14,28,1292,20,12,8,8,1,1,1.0,Explorer
3,173,4998,16,14,2,14,9,9,10.0,Killer
6,195,2212,33,3,3,10,47,4,10.0,Socializer
9,78,2994,43,1,4,2,28,9,1.65,Socializer
13,22,92,29,4,5,10,18,9,1.0,Socializer
6,22,4680,26,7,2,3,21,7,1.0,Socializer
6,53,1392,17,9,0,1,12,9,3.4499999999999997,Socializer
2,194,171,41,3,3,16,46,5,10.0,Socializer
11,186,3169,18,14,2,7,40,4,10.0,Socializer
5,131,1978,15,15,9,18,40,8,10.0,Socializer
3,139,3115,14,2,8,11,43,6,10.0,Socializer
11,194,702,41,2,7,17,41,6,10.0,Socializer
14,81,2421,2,18,3,10,7,1,1.0,Killer
6,70,3338,15,17,2,2,48,6,5.25,Socializer
5,64,2337,30,13,9,17,10,1,4.9,Killer
12,130,4725,0,18,1,1,30,3,6.0,Killer
5,23,1084,24,19,9,17,6,0,1.0999999999999996,Explorer
9,139,89,37,19,0,3,44,1,8.05,Socializer
5,13,1575,32,12,3,7,17,0,1.0,Socializer
12,14,3673,23,0,8,17,25,2,1.0,Socializer
5,160,4710,26,7,7,11,2,6,10.0,Killer
14,8,4473,36,9,1,6,42,6,1.0,Socializer
5,157,4073,39,6,2,7,29,6,10.0,Killer
14,24,1823,0,0,4,15,10,9,1.0,Achiever
2,107,606,3,6,9,15,10,4,10.0,Killer
14,152,966,26,0,6,8,30,4,4.8999999999999995,Socializer
6,22,2768,45,6,8,4,12,1,1.0,Socializer
2,25,2547,40,8,0,2,31,6,3.5,Socializer
3,64,4815,31,11,0,0,29,8,6.8500000000000005,Socializer
3,196,3147,0,12,9,7,5,2,10.0,Killer
6,171,1705,1,16,8,3,27,9,10.0,Killer
6,162,2322,9,11,3,1,31,3,10.0,Killer
12,92,864,45,19,7,11,46,9,1.0,Socializer
6,103,1619,30,17,8,16,40,0,7.800000000000001,Socializer
9,34,3991,7,9,8,6,30,9,1.0,Socializer
7,102,4060,30,14,2,13,2,4,6.699999999999999,Killer
0,66,4083,28,5,9,12,15,0,10.0,Killer
0,147,3002,41,4,9,2,19,8,10.0,Killer
0,53,3802,42,5,2,13,2,8,8.200000000000001,Killer
6,39,1711,27,15,6,10,9,6,1.5499999999999998,Socializer
1,154,2517,28,14,7,15,40,3,10.0,Socializer
8,156,3423,42,1,1,17,32,4,10.0,Socializer
14,81,2182,41,12,7,2,30,4,1.0,Socializer
11,56,1033,44,7,3,10,5,0,1.0,Killer
1,64,3936,8,18,4,14,3,6,10.0,Killer
8,168,4914,4,4,6,15,16,3,10.0,Killer
7,47,2730,21,15,1,17,20,5,1.6500000000000001,Socializer
5,176,1663,29,3,5,4,30,4,10.0,Killer
3,41,804,25,16,2,4,12,6,4.85,Socializer
1,113,1051,32,3,5,18,9,5,10.0,Killer
8,8,2435,43,17,8,16,31,4,1.0,Socializer
5,105,3937,46,11,9,7,9,0,8.2,Killer
6,170,1149,37,1,5,18,9,1,10.0,Killer
2,131,2659,16,12,1,6,43,1,10.0,Socializer
13,188,4972,10,14,5,5,40,7,10.0,Killer
11,137,2973,17,5,0,14,2,7,6.85,Killer
6,100,1578,14,17,6,4,16,7,8.3,Killer
13,166,3467,36,13,6,5,8,2,6.800000000000002,Killer
4,167,3579,10,18,6,2,29,2,10.0,Killer
14,60,2045,48,8,2,11,28,7,1.0,Socializer
13,179,195,27,19,5,4,42,6,8.549999999999999,Socializer
4,198,2013,45,7,2,4,13,2,10.0,Killer
7,180,1099,23,5,6,17,35,3,10.0,Socializer
11,164,2983,31,9,6,2,25,2,8.849999999999998,Killer
11,65,61,43,18,4,13,35,7,1.0,Socializer
4,146,1719,48,12,5,19,3,8,10.0,Killer
1,132,2453,39,0,1,18,10,6,10.0,Killer
12,28,4603,25,2,6,11,43,3,1.0,Socializer
0,47,669,38,6,9,7,40,9,7.799999999999999,Socializer
9,49,1827,20,17,9,15,9,9,1.0,Achiever
11,50,1395,8,1,3,2,43,7,1.0,Socializer
8,21,3946,35,13,9,5,27,7,1.0,Socializer
6,195,4367,6,10,9,4,13,1,10.0,Killer
2,134,4674,22,8,7,13,27,4,10.0,Killer
10,70,246,11,19,8,19,37,7,1.45,Socializer
9,71,750,32,4,7,13,45,4,1.4999999999999996,Socializer
3,8,4859,49,0,4,14,14,1,1.0,Socializer
1,186,3335,6,10,7,2,9,7,10.0,Killer
11,171,1076,1,12,3,19,41,6,10.0,Socializer
4,77,1736,39,16,5,0,49,9,6.749999999999999,Socializer
1,146,3458,16,1,0,4,28,7,10.0,Killer
0,171,3445,18,16,4,0,27,5,10.0,Killer
7,30,2400,18,9,1,8,5,4,1.0,Killer
1,21,4073,36,1,1,14,32,3,4.3,Socializer
10,45,862,14,17,6,12,12,9,1.0,Socializer
3,41,1354,5,7,4,12,10,1,5.85,Socializer
14,154,2279,8,10,6,15,46,1,6.0,Socializer
2,141,3869,1,17,1,11,42,9,10.0,Socializer
14,24,4036,7,8,3,13,38,9,1.0,Socializer
4,184,3824,31,16,1,0,1,8,10.0,Killer
2,8,550,12,15,5,6,39,9,3.1999999999999997,Socializer
7,58,1011,44,18,4,0,3,0,1.5999999999999996,Killer
2,162,2071,18,18,2,15,44,1,10.0,Socializer
11,90,394,49,10,8,2,43,5,1.0,Socializer
2,192,1964,42,19,1,0,34,7,10.0,Killer
11,148,4926,36,18,3,14,18,3,7.000000000000001,Killer
9,72,957,28,14,4,5,17,7,1.8,Socializer
4,76,1208,21,3,5,18,44,7,7.55,Socializer
12,69,4375,2,15,4,2,13,1,1.0,Killer
6,44,4746,44,2,5,14,35,5,1.2000000000000002,Socializer
7,155,3156,41,13,9,2,36,9,10.0,Socializer
11,36,3792,43,1,5,1,25,3,1.0,Socializer
14,148,1309,12,14,2,9,9,7,5.200000000000001,Killer
10,55,903,43,3,8,10,28,0,1.0,Socializer
11,161,4678,17,10,6,8,24,6,9.250000000000002,Killer
9,177,55,8,14,8,15,7,4,10.0,Killer
7,64,1736,35,2,1,12,3,9,2.6500000000000004,Killer
11,110,131,5,8,9,4,13,1,4.75,Killer
12,90,164,0,10,9,11,43,4,2.0,Socializer
2,121,1465,14,19,8,11,31,1,10.0,Socializer
9,90,13,48,0,9,0,4,1,2.5999999999999996,Killer
6,88,419,14,19,8,10,13,7,7.1000000000000005,Socializer
13,131,3765,40,5,4,15,47,4,3.0999999999999996,Socializer
11,194,815,29,16,9,6,28,1,10.0,Killer
2,50,3668,3,19,4,18,16,6,7.85,Socializer
0,70,4078,44,8,3,12,28,0,9.8,Socializer
5,114,3349,30,8,7,7,37,1,9.9,Socializer
5,14,3709,8,5,7,7,18,7,1.0,Socializer
10,30,2245,29,7,5,11,27,1,1.0,Socializer
11,87,3726,17,1,4,2,33,1,1.8499999999999992,Socializer
3,135,4432,30,2,3,2,22,9,10.0,Killer
3,75,4149,0,19,7,16,9,8,9.5,Killer
2,67,2866,22,15,7,9,23,3,8.6,Socializer
9,112,1458,14,3,9,7,32,5,6.499999999999999,Socializer
11,70,23,18,16,1,3,29,4,1.0,Socializer
14,78,304,33,11,5,2,25,0,1.0,Socializer
14,107,2996,34,8,1,0,27,6,1.0,Socializer
3,22,1496,7,11,0,7,27,1,3.85,Socializer
1,156,4277,47,0,9,15,4,4,10.0,Killer
10,97,4814,25,4,2,0,19,4,3.4499999999999993,Killer
1,33,4879,49,6,3,2,48,0,4.85,Socializer
1,57,4447,41,2,5,17,27,7,7.649999999999999,Socializer
12,195,4791,47,7,8,13,23,2,10.0,Killer
1,158,179,42,5,7,13,10,8,10.0,Killer
10,8,2028,41,17,0,13,47,7,1.0,Socializer
4,189,471,44,15,9,0,44,2,10.0,Socializer
12,95,216,45,16,1,19,20,0,1.0,Socializer
4,119,1772,4,11,6,0,0,6,10.0,Killer
8,5,728,25,18,6,17,14,2,1.0,Socializer
6,27,3743,18,3,4,16,13,0,1.0,Socializer
14,174,4005,24,15,1,14,21,0,7.199999999999998,Killer
5,84,2420,16,10,9,5,27,7,7.6000000000000005,Socializer
4,113,1067,7,9,9,2,24,7,10.0,Socializer
11,178,1966,20,9,1,1,27,3,10.0,Killer
13,30,3072,28,19,6,15,1,3,1.0,Killer
2,102,186,9,1,7,11,2,1,10.0,Killer
5,30,3069,35,4,4,9,27,8,1.25,Socializer
8,58,2787,11,9,9,4,29,8,2.25,Socializer
7,199,483,43,6,0,17,14,0,10.0,Killer
6,76,3410,41,12,9,17,12,3,4.549999999999999,Killer
14,82,4481,3,0,4,5,47,1,1.0,Socializer
6,170,1400,32,9,8,10,1,0,10.0,Killer
12,188,1974,45,1,5,5,32,8,9.55,Killer
14,133,1899,22,19,5,1,4,7,3.2000000000000006,Killer
2,36,2330,0,4,5,12,28,2,6.6,Socializer
1,72,3984,21,18,1,18,25,8,10.0,Socializer
2,114,2274,41,16,1,3,22,2,10.0,Killer
14,31,1277,44,5,3,12,14,4,1.0,Socializer
5,96,2870,27,9,8,2,16,9,8.25,Killer
7,176,4761,41,9,7,7,14,7,10.0,Killer
1,180,2657,18,14,6,7,3,5,10.0,Killer
12,61,78,49,14,8,1,47,5,1.0,Socializer
8,101,4218,2,0,2,14,31,4,7.0,Socializer
0,87,3856,15,4,7,2,33,4,10.0,Socializer
6,61,1797,18,12,7,16,40,5,4.199999999999999,Socializer
5,105,3839,45,17,3,14,36,3,8.25,Socializer
10,57,2372,37,10,0,9,45,4,1.0,Socializer
8,87,4032,30,18,6,11,35,8,4.199999999999999,Socializer
8,21,3210,39,0,7,10,29,0,1.0,Socializer
0,177,3400,21,8,2,5,20,3,10.0,Killer
3,129,560,12,10,7,7,45,9,10.0,Socializer
14,38,3063,26,0,0,7,26,9,1.0,Socializer
13,32,940,31,5,5,3,29,0,1.0,Socializer
0,27,1404,44,11,0,19,46,0,5.5,Socializer
13,5,1869,31,16,1,10,34,5,1.0,Socializer
0,115,1229,11,13,8,13,45,6,10.0,Socializer
1,8,2578,39,11,8,5,31,0,2.8499999999999996,Socializer
6,176,3069,5,15,8,18,9,2,10.0,Killer
2,44,1315,47,15,5,9,23,6,5.050000000000001,Socializer
0,126,1001,1,5,0,4,1,0,10.0,Killer
2,115,2316,23,18,9,11,6,6,10.0,Killer
8,138,3388,46,15,5,7,22,3,8.5,Killer
4,0,3051,16,4,6,13,11,3,1.0,Socializer
13,196,2180,7,9,1,0,48,9,10.0,Socializer
14,119,175,44,7,0,3,37,4,1.0,Socializer
7,78,224,13,17,5,0,38,7,5.1499999999999995,Socializer
8,174,2706,38,16,1,0,22,1,10.0,Killer
0,191,110,32,7,8,12,46,1,10.0,Socializer
1,147,3931,45,2,6,7,42,2,10.0,Socializer
13,131,2857,6,8,2,10,4,3,4.8,Killer
3,144,2090,37,1,8,14,40,6,10.0,Socializer
14,104,107,11,4,9,6,22,8,1.0,Socializer
8,171,658,37,11,9,9,2,3,10.0,Killer
7,106,733,4,13,9,1,49,7,8.4,Socializer
7,83,2528,49,2,4,19,41,2,3.8500000000000005,Socializer
14,161,946,15,1,8,17,20,9,6.350000000000001,Killer
12,50,170,39,7,2,1,37,7,1.0,Socializer
9,159,3869,29,1,7,9,23,2,10.0,Killer
7,129,1926,21,17,3,11,10,2,9.85,Killer
5,43,2675,38,9,7,18,22,3,2.3999999999999995,Socializer
8,48,2212,24,16,6,3,21,2,1.0,Socializer
6,118,3559,24,7,3,18,6,9,9.600000000000001,Killer
12,23,2747,45,13,3,3,13,8,1.0,Socializer
0,96,4132,46,15,3,11,11,7,10.0,Killer
10,71,98,49,14,1,17,20,0,1.0,Socializer
14,84,2760,35,16,2,4,48,8,1.0,Socializer
5,185,4227,25,15,7,1,43,5,10.0,Socializer
11,164,2401,26,12,5,12,19,4,9.099999999999998,Killer
4,4,463,28,5,0,15,12,3,1.0,Socializer
6,37,4173,25,9,4,0,17,4,1.4500000000000002,Killer
14,2,554,13,10,8,12,36,5,1.0,Socializer
0,11,1734,29,8,2,12,47,8,4.6499999999999995,Socializer
7,25,3283,48,17,6,16,29,1,1.0,Socializer
6,179,4557,47,10,5,6,22,8,10.0,Killer
2,11,4175,49,9,5,13,23,7,1.6499999999999995,Socializer
14,74,3736,39,19,5,8,39,0,1.0,Socializer
4,6,371,27,6,8,18,19,5,1.0,Socializer
13,34,2224,1,14,4,11,7,3,1.0,Killer
0,120,986,22,1,1,11,19,9,10.0,Socializer
14,172,4788,15,3,8,9,26,2,7.449999999999999,Killer
3,113,319,39,4,1,16,14,5,10.0,Socializer
2,65,1571,49,9,2,7,29,8,7.05,Socializer
14,185,1437,44,3,0,4,15,9,7.3,Killer
9,177,3136,21,0,2,6,30,2,10.0,Killer
7,115,3273,17,12,7,1,46,9,8.65,Socializer
5,60,3805,20,16,6,16,29,6,5.0,Socializer
2,14,2071,26,8,1,14,10,3,3.1000000000000005,Socializer
4,151,4933,7,17,1,3,2,3,10.0,Killer
2,142,1162,28,13,7,19,12,9,10.0,Killer
2,54,4065,2,17,1,0,46,9,8.3,Socializer
1,75,4744,4,4,4,14,43,4,10.0,Socializer
3,26,1476,42,7,7,8,41,7,2.4999999999999996,Socializer
1,171,1103,9,4,5,14,30,6,10.0,Socializer
11,142,4854,20,2,0,16,12,0,7.199999999999999,Killer
7,49,3002,12,18,4,12,44,6,2.3000000000000003,Socializer
14,85,2625,26,18,7,2,15,5,1.0,Killer
3,9,4557,23,19,3,7,25,9,1.7499999999999998,Socializer
7,171,4499,41,16,4,5,10,1,10.0,Killer
12,171,4797,22,19,6,14,0,0,9.000000000000002,Killer
14,115,2580,28,5,8,19,34,9,1.0999999999999999,Socializer
3,15,3817,23,11,3,11,35,4,2.3499999999999996,Socializer
1,24,981,13,4,7,4,16,0,5.75,Socializer
14,162,3607,9,4,4,2,36,9,6.749999999999999,Killer
11,194,1507,20,17,1,12,43,6,10.0,Socializer
8,123,4902,17,4,4,15,24,9,8.450000000000001,Killer
13,56,1404,17,8,1,4,2,0,1.0,Killer
7,41,2351,22,15,8,0,22,7,1.0,Socializer
7,166,684,35,17,9,6,30,6,10.0,Socializer
2,118,1408,3,15,7,4,12,4,10.0,Killer
0,14,142,14,15,7,8,15,7,5.7,Socializer
8,101,1063,38,5,2,0,45,9,5.199999999999999,Socializer
2,114,1319,17,3,1,10,46,9,10.0,Socializer
3,79,1206,34,1,9,9,45,1,8.2,Socializer
2,76,311,4,9,5,13,5,1,10.0,Killer
3,176,3253,32,19,0,7,34,9,10.0,Killer
12,123,4228,0,4,7,10,11,7,5.300000000000001,Killer
6,143,1201,33,11,9,17,42,5,10.0,Socializer
2,55,4790,8,7,8,3,7,4,8.1,Killer
9,27,428,31,11,8,11,37,3,1.0,Socializer
0,154,334,48,1,4,15,42,0,10.0,Socializer
8,53,4066,24,0,8,5,46,8,1.0999999999999996,Socializer
10,161,1247,10,11,3,18,11,6,10.0,Killer
7,142,4614,27,2,8,4,36,8,10.0,Socializer
13,138,2926,47,7,1,14,26,2,3.4500000000000006,Killer
13,163,4784,25,4,2,9,7,0,7.050000000000001,Killer
8,2,4554,6,19,6,14,22,3,1.0,Socializer
4,176,4836,37,12,8,19,20,5,10.0,Killer
3,68,3999,13,9,2,9,25,2,8.15,Socializer
4,180,2004,29,6,0,17,8,0,10.0,Killer
1,199,155,30,17,4,10,10,9,10.0,Killer
12,143,348,46,6,3,9,25,1,5.0,Socializer
3,141,3332,5,8,5,11,1,1,10.0,Killer
6,94,334,34,6,3,0,4,0,6.7,Killer
2,131,3656,41,18,8,4,46,7,10.0,Socializer
7,59,4351,7,8,7,6,39,5,3.5500000000000003,Socializer
4,172,3489,45,0,1,7,27,9,10.0,Killer
8,88,2059,47,19,1,2,15,9,3.4500000000000006,Killer
9,73,1565,49,14,0,19,33,5,1.0,Socializer
1,56,4864,26,11,6,1,34,8,8.299999999999999,Socializer
10,175,2373,19,0,9,11,13,4,10.0,Killer
5,120,3076,21,19,9,0,4,9,10.0,Killer
5,166,1159,26,3,7,6,13,1,10.0,Killer
4,2,906,44,18,4,13,36,9,1.0,Socializer
1,160,1249,18,7,1,15,29,2,10.0,Socializer
11,185,4260,12,12,9,12,31,1,10.0,Killer
1,58,2981,22,5,3,5,44,8,8.700000000000001,Socializer
14,145,3800,37,2,7,12,13,5,3.65,Killer
10,23,1923,29,15,1,18,33,2,1.0,Socializer
3,7,3257,33,2,5,13,1,0,1.05,Killer
13,168,2302,18,16,9,4,12,6,7.9,Killer
0,46,737,15,1,2,16,5,5,8.85,Achiever
8,119,2120,42,14,5,9,46,2,6.800000000000001,Socializer
